tweets,class
actually obama does both from gm to defense contracts he has probably sent more jobs overseas than bain,-1
romney owns 50 of chinese co that is taking american jobs that bain shipped overseas romneyisdangerous romney obama2012,-1
why does msmedia encourage 'amnesia' by failing to bring up the gop's bad record under gw bush or the gop's obstructionism toward obama,-1
chucktodd has referred to rasmussenpolls are slop and i agree however the trend has moved in obama's direction,0
he should also mention that he followed the american dream impossible to do under obama o says you r rich at 200k,0
'rabbis against obama to protest in florida israel national news,-1
wishing obama success in 2days debate,1
i saw glen beck draw devil horns and a beard on a chalkboard picture of obama then compared him to hitler nowthatsnews,-1
hillary clinton attempts to shield obama from benghazi scandal,1
hillary clinton attempts to shield obama from benghazi scandal,-1
5 unmet promises of president obama via,-1
obama has done alot for the countrywall street reformslowed down recessionrescuing the american auto industryno big deal,1
rubio bkfst obama immigration exec order scuttled his efforts to work across aisle on reform,1
with obama the buck stops with hillary what a man just a phoney politician and still illequipped to be president,-1
if you follow my tweets it should be obvious that i can't stand mitt i have six figs on obama just doing a little arbing now,-1
you're absolutely right the nondocile obama will reveal to all the ugliness and lack of redeeming value in his character,-1
why i refuse to vote for barack obama the atlantic,-1
obama must to a degree hit mr hard tonight; town hall not very hospitable to that but media dying to report obama comes back,1
so another obama winner a123 systems bankrupt with 249 million of taxpayer money if obama was a stock picker he would be fired,-1
who cares about benghazigate &amp; unemployment obama finally addresses the nicki minaj mariah carey feud priorities,0
if you cant admit obama fault and wrong in libya u r either in denial or in a trance either one you pick not debatable,-1
obama was playing ropeadope with romney rd 2 will go to obama romney overconfident has something to lose,0
obama's changes official music video is top 15 n youtubecomedy please rt fightforjobs,-1
feel sorry for obama when he retires to his multi million hawaiian mansion playing golf w ocean view living on new found,-1
gallup polling agency sued by obama justice department for not skewing polls in his favor obamavsamerica notobama,-1
rt shows how pres obama's failed policies have hurt jobs raised costs driven up debt failedpolicy,-1
acs bout to listen to vp paul ryan give a speech and talk about how america's comeback team will defeat obama lnyhbt teamfollowback,-1
barbara from harlem only dislikes obama because he's black that's the only reason anyone doesn't like him obama2012,-1
4 years ago today obama was +68 and 8 years ago today bush was +34,0
rush limbaugh believes obama is warring against traditional marriage limbaugh's 1st 2nd 3rd and 4th wives were unavailable for comment,0
think obama's done nothing here are more than 200 first term accomplishments with citations,1
hey president obama we need you to follow us for a school project on college drinking awareness please follow us please,0
bloombergtv economists agree romney tax cuts do not lead to jobs great gop lie don't let them keep getting away with it,-1
if you voted obama in 08 it's understandable and ok if you don't support him in 2012 that's understandable and ok too,-1
rt i can't believe that hillary clinton is taking responsibility for something she's responsible for obama you are a coward,-1
did i just hear you correctly on the show president obama's foreign policies have been awful lybia is proof,-1
obamabiden,0
taliban racists too rt taliban statement also says malala targeted 4 saying her ideal is black devil obama,0
all i'm saying is if chavez wants obama to get reelected he's not a good man,-1
i remember when obama first got elected niggas acted like it was the second coming of jesus,1
obama likes people just not successful ones who actually contribute to the economy p2 tcot,1
exporting success beyond borders barack obama want those jobs back in american,1
iba behind the scenes in the obama admin's talking points on benghazi,0
delphi salaried retirees have had to fight for more than 3 years to get records from obama's treasury re why their pensions were terminated,-1
no kidding i felt uncomfortable for obama the looks on his face he just took the attacks,-1
i hope tonight's debate isn't so dull that i fall asleep before obama does,-1
obama is out of shape professionally not taking the tough questions and doing softball stuff like the view,-1
how in hell can romney people be beefing about probable renegade moderator crowley when they agreed to her lehrer &amp; raddatz,0
